0  100  200
2141  200  400
2142  300  200
2143  200  400
2144  200  400
2145  200  500
2146  200  400
2147  300  300
2148  200  400
2149  200  300
2150  200  400
2151  300  300
2152  200  400
2153  300  300
2154  300  300
2155  200  500
2156  300  300
2157  200  200
2158  200  400
2159  200  500
2160  300  300
2161  200  400
2162  200  300
2163  200  400
2164  200  300
2165  300  400
2166  200  300
2167  200  300
2168  300  400
2169  300  300
2170  200  300
2171  200  300
2172  200  600
2173  300  300
2174  300  300
2175  200  400
2176  200  400
2177  200  300
2178  200  500
2179  300  400
2180  300  400
2181  300  200
2182  100  300
2183  100  400
2184  200  300
2185  500  400
2186  200  300
2187  200  400
2188  200  400
2189  300  400
2190  200  400
2191  300  400
2192  300  300
2193  200  400
2194  200  400
2195  200  200
2196  200  400
2197  200  300
2198  200  300
2199  300  400
2200  200  400
2201  300  300
2202  300  400
2203  200  400
2204  200  300
2205  200  300
2206  200  200
2207  100  300
2208  200  400
2209  200  300
2210  200  300
2211  300  400
2212  300  300
2213  200  400
2214  200  300
2215  300  400
2216  200  300
2217  200  300
2218  200  400
2219  200  300
2220  200  300
2221  200  300
2222  200  300
2223  200  300
2224  200  300
2225  400  400
2226  300  500
2227  300  400
2228  300  600
2229  400  300
2230  300  400
2231  400  300
2232  200  300
2233  300  400
2234  400  400
2235  200  600
2236  300  500
2237  400  900
2238  400  400
2239  300  500
2240  500  600
2241  300  400
2242  300  300
2243  200  600
2244  300  400
2245  300  800
2246  300  400
2247  300  400
2248  300  300
2249  200  400
2250  300  200
2251  200  300
2252  200  300
2253  200  300
2254  300  400
2255  400  400
2256  300  500
2257  300  500
2258  400  400
2259  400  600
2260  500  400
2261  300  600
2262  400  400
2263  300  400
2264  400  500
2265  300  600
2266  500  400
2267  300  500
2268  300  500
2269  500  400
2270  300  500
2271  300  700
2272  500  400
2273  400  600
2274  400  400
2275  200  300
2276  200  300
2277  300  500
2278  300  300
2279  300  300
2280  200  600
2281  400  300
2282  200  400
2283  300  400
2284  300  300
2285  300  400
2286  300  300
2287  200  300
2288  200  600
2289  400  200
2290  100  300
2291  200  400
2292  400  300
2293  200  500
2294  300  500
2295  400  200
2296  200  300
2297  300  400
2298  200  400
2299  200  300
2300  300  400
2301  300  200
2302  200  300
2303  200  400
2304  200  400
2305  300  300
2306  200  300
2307  200  500
2308  300  300
2309  200  200
2310  200  200
2311  200  500
2312  400  400
2313  400  300
2314  200  200
2315  200  400
2316  300  300
2317  300  300
2318  300  400
2319  300  300
2320  300  400
2321  300  400
2322  300  400
2323  300  300
2324  200  400
2325  300  200
2326  100  300
2327  200  300
2328  300  300
2329  200  400
2330  200  300
2331  200  300
2332  200  400
2333  200  400
2334  200  300
2335  300  300
2336  200  500
2337  300  500
2338  300  200
2339  200  300
2340  300  300
2341  200  400
2342  200  300
2343  200  500
2344  300  300
2345  200  400
2346  200  400
2347  300  300
2348  200  400
2349  200  400
2350  300  400
2351  300  300
2352  200  400
2353  400  400
2354  400  400
2355  200  300
2356  200  300
2357  300  400
2358  300  300
2359  400  400
2360  300  400
2361  200  200
2362  100  900
2363  500  200
2364  200  300
2365  200  300
2366  200  400
2367  200  400
2368  300  400
2369  300  500
2370  300  300
2371  200  400
2372  300  500
2373  300  400
2374  300  400
2375  300  5300
2376  400  400
2377  300  700
2378  300  300
2379  200  300
2380  300  300
2381  200  300
2382  200  400
2383  300  500
2384  300  400
2385  200  300
2386  200  600
2387  300  400
2388  300  500
2389  300  400
2390  300  300
2391  200  300
2392  200  400
2393  200  400
2394  200  300
2395  100  400
2396  200  400
2397  300  300
2398  300  500
2399  300  400
2400  200  500
2401  300  200
2402  100  400
2403  300  300
2404  200  500
2405  300  400
2406  300  400
2407  300  400
2408  300  400
2409  200  400
2410  300  300
2411  300  400
2412  200  300
2413  300  500
2414  300  300
2415  200  300
2416  200  400
2417  200  300
2418  200  300
2419  300  300
2420  200  500
2421  400  300
2422  200  500
2423  300  500
2424  100  400
2425  300  400
2426  300  200
2427  200  300
2428  200  300
2429  200  200
2430  200  300
2431  200  300
2432  200  600
2433  300  300
2434  200  200
2435  200  300
2436  200  300
2437  200  300
2438  200  300
2439  200  400
2440  300  300
2441  300  400
2442  200  300
2443  200  300
2444  200  600
2445  400  400
2446  300  300
2447  300  300
2448  200  300
2449  200  200
2450  200  300
2451  200  400
2452  300  400
2453  300  400
2454  200  300
2455  300  400
2456  200  300
2457  200  500
2458  300  400
2459  300  300
2460  300  400
2461  300  200
2462  200  500
2463  300  300
2464  200  300
2465  300  300
2466  200  400
2467  200  300
2468  200  300
2469  200  500
2470  300  500
2471  300  200
2472  100  1600
2473  200  300
2474  300  400
2475  300  400
2476  300  200
2477  200  200
2478  200  300
2479  200  500
2480  300  400
2481  300  400
2482  300  200
2483  100  400
2484  200  200
2485  200  300
2486  200  400
2487  500  600
2488  400  500
2489  400  800
2490  300  500
2491  300  600
2492  300  400
2493  400  300
2494  300  300
2495  300  600
2496  400  200
2497  200  500
2498  400  200
2499  300  200
2500  300  500
2501  200  300
2502  200  400
2503  300  400
2504  300  400
2505  300  600
2506  400  700
2507  700  500
2508  300  300
2509  300  400
2510  300  400
2511  300  400
2512  300  500
2513  300  300
2514  300  400
2515  400  400
2516  300  300
2517  300  400
2518  300  400
2519  200  500
2520  400  300
2521  300  400
2522  300  300
2523  400  600
2524  200  600
2525  300  500
2526  300  900
2527  400  500
2528  400  300
2529  200  500
2530  400  400
2531  300  400
2532  200  300
2533  200  600
2534  400  700
2535  400  300
2536  300  700
2537  500  600
2538  400  500
2539  400  500
2540  300  600
2541  400  600
2542  400  700
2543  500  600
2544  400  400
2545  400  400
2546  300  300
2547  200  400
2548  400  500
2549  400  600
2550  400  500
2551  400  400
2552  200  400
2553  400  400
2554  300  500
2555  300  600
2556  400  500
2557  500  700
2558  500  400
2559  200  300
2560  300  700
2561  500  300
2562  200  400
2563  300  400
2564  300  500
2565  400  600
2566  300  300
2567  300  500
2568  400  500
2569  400  400
2570  300  500
2571  200  600
2572  400  500
2573  300  400
2574  300  300
2575  400  300
2576  200  300
2577  200  600
2578  400  200
2579  200  300
2580  200  300
2581  200  500
2582  400  300
2583  200  400
2584  200  400
2585  400  300
2586  300  200
2587  200  400
2588  200  400
2589  200  500
2590  400  200
2591  200  500
2592  400  200
2593  200  400
2594  200  300
2595  300  400
2596  200  300
2597  200  400
2598  200  700
2599  300  200
2600  200  500
2601  300  300
2602  200  500
2603  200  400
2604  300  300
2605  200  300
2606  200  800
2607  200  400
2608  200  400
2609  300  300
2610  200  500
2611  300  600
2612  200  300
2613  300  300
2614  200  300
2615  300  600
2616  200  300
2617  200  300
2618  200  300
2619  200  300
2620  200  500
2621  300  500
2622  300  400
2623  200  400
2624  200  300
2625  200  500
2626  200  200
2627  200  400
2628  200  200
2629  200  500
2630  300  500
2631  400  400
2632  200  300
2633  200  300
2634  200  500
2635  400  300
2636  200  300
2637  300  600
2638  300  400
2639  200  400
2640  200  200
2641  200  500
2642  400  400
2643  200  300
2644  200  300
2645  200  500
2646  300  500
2647  200  400
2648  300  400
2649  300  400
2650  300  400
2651  200  300
2652  200  500
2653  300  300
2654  300  200
2655  200  300
2656  200  300
2657  200  400
2658  200  500
2659  300  300
2660  200  300
2661  100  400
2662  200  400
2663  200  400
2664  200  600
2665  200  400
2666  300  400
2667  300  300
2668  200  600
2669  300  400
2670  300  300
2671  200  300
2672  300  200
2673  300  300
2674  200  600
2675  300  200
2676  200  600
2677  300  500
2678  300  300
2679  200  300
2680  200  300
2681  200  400
2682  200  300
2683  200  400
2684  300  300
2685  200  500
2686  300  300
2687  200  400
2688  300  400
2689  200  500
2690  300  400
2691  300  400
2692  200  300
2693  200  300
2694  200  400
2695  300  300
2696  200  500
2697  300  300
2698  300  400
2699  200  300
2700  200  200
2701  200  300
2702  400  700
2703  400  500
2704  400  500
2705  400  500
2706  300  900
2707  600  700
2708  300  600
2709  400  500
2710  300  900
2711  400  400
2712  300  400
2713  200  400
2714  200  500
2715  300  500
2716  300  300
2717  200  300
2718  200  500
2719  300  400
2720  200  300
2721  200  400
2722  300  400
2723  300  400
2724  300  500
2725  300  300
2726  200  200
2727  200  400
2728  200  300
2729  200  400
2730  300  300
2731  300  300
2732  300  300
2733  200  600
2734  300  300
2735  300  300
2736  200  300
2737  200  400
2738  300  400
2739  300  200
2740  300  600
2741  400  300
2742  300  300
2743  200  300
2744  300  300
2745  200  500
2746  300  200
2747  200  300
2748  300  300
2749  200  500
2750  300  400
2751  300  300
2752  300  300
2753  200  400
2754  200  400
2755  200  400
2756  300  300
2757  300  500
2758  300  400
2759  300  200
2760  100  500
2761  300  400
2762  400  300
2763  200  500
2764  200  500
2765  300  400
2766  400  400
2767  300  400
2768  300  700
2769  400  600
2770  700  600
2771  500  500
2772  400  300
2773  400  600
2774  500  600
2775  700  600
2776  500  1000
2777  600  800
2778  400  500
2779  200  500
2780  400  800
2781  500  1000
2782  600  700
2783  600  600
2784  400  700
2785  700  500
2786  400  600
2787  400  800
2788  500  400
2789  300  300
2790  200  700
2791  400  500
2792  400  500
2793  400  500
2794  500  400
2795  300  700
2796  700  800
2797  600  1100
2798  700  800
2799  400  500
2800  400  800
2801  600  500
2802  400  600
2803  400  500
2804  400  500
2805  400  600
2806  500  800
2807  600  700
2808  600  1000
2809  500  600
2810  500  500
2811  300  500
2812  300  400
2813  300  400
2814  300  500
2815  400  500
2816  500  500
2817  300  300
2818  200  500
2819  300  300
2820  300  300
2821  300  400
2822  300  600
2823  500  400
2824  300  500
2825  300  200
2826  300  400
2827  300  400
2828  300  400
2829  300  400
2830  200  300
2831  200  400
2832  300  500
2833  400  300
2834  200  500
2835  400  300
2836  300  400
2837  300  400
2838  200  300
2839  200  300
2840  200  400
2841  300  300
2842  200  400
2843  200  600
2844  400  400
2845  200  300
2846  200  400
2847  200  400
2848  200  300
2849  200  400
2850  200  300
2851  200  400
2852  300  400
2853  300  200
2854  200  300
2855  200  300
2856  200  400
2857  400  300
2858  100  300
2859  300  500
2860  300  400
2861  300  300
2862  200  400
2863  200  500
2864  300  400
2865  300  300
2866  200  500
2867  300  300
2868  200  400
2869  200  400
2870  300  200
2871  200  300
2872  200  300
2873  200  300
2874  300  600
2875  300  300
2876  200  300
2877  200  400
2878  300  400
2879  200  300
2880  200  400
2881  300  200
2882  100  400
2883  200  400
2884  300  400
2885  300  300
2886  200  500
2887  300  400
2888  300  200
2889  200  400
2890  300  300
2891  300  600
2892  400  300
2893  200  500
2894  200  300
2895  200  500
2896  300  400
2897  200  300
2898  100  400
2899  200  400
2900  200  200
2901  300  500
2902  300  300
2903  300  300
2904  300  400
2905  300  800
2906  300  400
2907  200  200
2908  200  200
2909  200  400
2910  200  400
2911  400  500
2912  400  500
2913  300  300
2914  200  200
2915  200  400
2916  300  300
2917  200  400
2918  400  400
2919  200  300
2920  200  400
2921  200  500
2922  300  500
2923  400  400
2924  300  500
2925  200  400
2926  200  400
2927  400  500
2928  400  500
2929  300  400
2930  200  600
2931  300  500
2932  300  400
2933  200  300
2934  200  400
2935  200  300
2936  200  400
2937  200  400
2938  200  300
2939  200  500
2940  300  200
2941  100  400
2942  200  800
2943  200  300
2944  300  400
2945  200  200
2946  200  300
2947  200  500
2948  300  500
2949  300  300
2950  300  300
2951  200  400
2952  300  400
2953  300  400
2954  300  500
2955  300  500
2956  400  300
2957  200  300
2958  100  500
2959  300  400
2960  200  400
2961  200  400
2962  300  300
2963  200  400
2964  300  500
2965  300  300
2966  200  400
2967  300  300
2968  200  300
2969  200  400
2970  300  400
2971  200  300
2972  200  300
2973  200  400
2974  200  400
2975  200  500
2976  300  400
2977  200  200
2978  100  400
2979  300  200
2980  200  200
2981  200  400
2982  200  400
2983  300  300
2984  200  400
2985  300  400
2986  300  400
2987  300  400
2988  300  300
2989  200  600
2990  400  400
2991  200  300
2992  200  500
2993  200  300
2994  200  300
2995  200  400
2996  200  300
2997  300  500
2998  400  400
2999  300  400
3000  300  400
3001  400  300
3002  200  400
3003  300  400
3004  200  400
3005  300  200
3006  300  200
3007  200  300
3008  100  400
3009  300  300
3010  200  400
3011  300  400
3012  300  400
3013  300  400
3014  200  400
3015  200  500
3016  400  300
3017  200  400
3018  200  300
3019  300  400
3020  300  300
3021  200  400
3022  300  200
3023  200  600
3024  400  500
3025  300  400
3026  200  200
3027  200  500
3028  300  400
3029  200  500
3030  300  400
3031  300  300
3032  200  400
3033  200  300
3034  300  300
3035  300  500
3036  300  400
3037  300  300
3038  200  400
3039  200  500
3040  300  300
3041  200  600
3042  400  400
3043  300  300
3044  300  600
3045  300  300
3046  300  400
3047  300  400
3048  300  300
3049  200  300
3050  200  300
3051  200  300
3052  200  200
3053  200  400
3054  300  600
3055  300  400
3056  200  500
3057  400  400
3058  200  400
3059  300  300
3060  300  500
3061  300  400
3062  300  500
3063  400  200
3064  200  200
3065  200  600
3066  400  300
3067  200  400
3068  300  500
3069  300  400
3070  200  400
3071  200  300
3072  200  400
3073  300  300
3074  200  400
3075  300  300
3076  200  400
3077  300  300
3078  200  400
3079  300  300
3080  300  500
3081  300  300
3082  300  400
3083  300  400
3084  300  400
3085  300  500
3086  300  400
3087  300  300
3088  300  500
3089  400  400
3090  200  400
3091  300  200
3092  200  400
3093  300  200
3094  200  500
3095  300  600
3096  400  500
3097  300  500
3098  300  400
3099  300  300
3100  200  400
3101  200  300
3102  200  400
3103  300  300
3104  300  300
3105  200  500
3106  300  300
3107  200  300
3108  200  400
3109  300  400
3110  200  500
3111  200  300
3112  300  400
3113  200  400
3114  200  200
3115  200  200
3116  200  500
3117  200  300
3118  200  300
3119  100  600
3120  400  500
3121  300  500
3122  400  400
3123  600  700
3124  300  500
3125  300  500
3126  200  500
3127  300  400
3128  300  300
3129  300  600
3130  400  400
3131  200  600
3132  400  500
3133  300  300
3134  300  200
3135  200  300
3136  200  400
3137  300  600
3138  300  300
3139  300  400
3140  300  400
3141  300  300
3142  200  600
3143  300  300
3144  300  400
3145  400  300
3146  200  200
3147  200  300
3148  200  400
3149  200  400
3150  300  300
3151  200  300
3152  200  200
3153  200  300
3154  200  300
3155  200  400
3156  300  500
3157  400  500
3158  300  300
3159  200  300
3160  200  400
3161  200  500
3162  300  400
3163  200  300
3164  200  400
3165  300  300
3166  200  400
3167  200  300
3168  200  400
3169  200  500
3170  200  200
3171  200  400
3172  300  400
3173  300  400
3174  300  400
3175  300  200
3176  200  300
3177  300  500
3178  300  300
3179  200  200
3180  100  400
3181  300  500
3182  200  400
3183  300  300
3184  300  300
3185  200  400
3186  300  300
3187  200  400
3188  300  400
3189  200  500
3190  300  400
3191  300  400
3192  200  600
3193  300  400
3194  200  500
3195  300  300
3196  200  400
3197  200  400
3198  300  400
3199  200  200
3200  200  300
3201  200  300
3202  200  400
3203  300  400
3204  300  300
3205  200  400
3206  200  300
3207  200  500
3208  300  300
3209  200  300
3210  200  100
3211  100  300
3212  200  500
3213  200  300
3214  200  400
3215  300  400
3216  200  500
3217  200  400
3218  300  600
3219  300  400
3220  300  500
3221  300  300
3222  200  400
3223  300  400
3224  300  400
3225  300  200
3226  200  200
3227  200  300
3228  200  400
3229  300  400
3230  200  300
3231  200  400
3232  300  300
3233  100  500
3234  200  300
3235  300  400
3236  200  400
3237  200  300
3238  200  500
3239  300  500
3240  300  300
3241  200  400
3242  200  600
3243  400  300
3244  200  300
3245  300  500
3246  300  500
3247  400  600
3248  300  300
3249  200  400
3250  300  400
3251  300  400
3252  300  300
3253  200  300
3254  200  500
3255  300  400
3256  300  400
3257  200  300
3258  200  300
3259  200  400
3260  200  400
3261  300  400
3262  300  300
3263  300  600
3264  400  300
3265  300  400
3266  300  300
3267  100  400
3268  300  300
3269  200  400
3270  300  300
3271  200  400
3272  300  500
3273  300  400
3274  300  400
3275  200  200
3276  200  400
3277  300  400
3278  300  300
3279  200  300
3280  200  400
3281  300  300
3282  100  300
3283  200  300
3284  200  300
3285  200  400
3286  300  300
3287  200  300
3288  300  400
3289  300  400
3290  300  600
3291  300  500
3292  400  500
3293  200  400
3294  200  500
3295  300  400
3296  200  300
3297  300  400
3298  300  500
3299  300  300
3300  300  300
3301  200  400
3302  200  400
3303  300  300
3304  300  500
3305  300  400
3306  200  300
3307  300  300
3308  300  300
3309  300  400
3310  200  300
3311  300  400
3312  300  300
3313  200  300
3314  300  400
3315  200  300
3316  200  400
3317  300  400
3318  300  200
3319  300  400
3320  300  500
3321  300  300
3322  300  500
3323  300  500
3324  400  300
3325  200  300
3326  200  400
3327  200  500
3328  300  400
3329  200  400
3330  300  400
3331  300  500
3332  300  400
3333  200  500
3334  300  400
3335  200  300
3336  300  400
3337  300  300
3338  200  400
3339  200  500
3340  300  400
3341  300  300
3342  200  300
3343  200  300
3344  200  400
3345  200  400
3346  200  400
3347  300  300
3348  200  400
3349  400  400
3350  300  300
3351  200  300
3352  300  500
3353  200  400
3354  300  400
3355  200  400
3356  300  600
3357  200  300
3358  200  300
3359  200  600
3360  400  400
3361  200  500
3362  500  400
3363  200  300
3364  200  400
3365  200  400
3366  300  300
3367  300  400
3368  300  500
3369  300  700
3370  400  500
3371  300  700
3372  300  600
3373  600  700
3374  300  300
3375  200  600
3376  500  300
3377  300  700
3378  600  600
3379  400  700
3380  300  600
3381  300  400
3382  400  500
3383  400  300
3384  200  300
3385  200  300
3386  200  500
3387  300  300
3388  300  300
3389  200  600
3390  300  300
3391  200  500
3392  300  600
3393  300  300
3394  300  600
3395  400  500
3396  300  500
3397  300  500
3398  300  500
3399  300  500
3400  300  400
3401  200  400
3402  200  500
3403  300  400
3404  300  500
3405  300  400
3406  200  500
3407  200  300
3408  200  400
3409  200  400
3410  200  500
3411  400  400
3412  300  400
3413  200  500
3414  300  500
3415  300  400
3416  300  300
3417  200  300
3418  200  400
3419  300  600
3420  300  400
3421  300  400
3422  400  300
3423  200  500
3424  400  600
3425  500  500
3426  200  300
3427  200  400
3428  300  300
3429  300  200
3430  200  500
3431  300  400
3432  200  400
3433  200  200
3434  300  700
3435  400  500
3436  300  500
3437  300  400
3438  300  500
3439  500  600
3440  400  3100
3441  300  400
3442  300  500
3443  300  600
3444  500  400
3445  200  400
3446  300  400
3447  200  500
3448  300  300
3449  200  400
3450  300  300
3451  300  600
3452  300  400
3453  300  400
3454  300  300
3455  300  300
3456  200  300
3457  200  400
3458  300  400
3459  200  400
3460  200  300
3461  100  300
3462  200  500
3463  200  400
3464  200  400
3465  200  300
3466  200  400
3467  200  300
3468  200  500
3469  200  400
3470  300  400
3471  300  300
3472  300  400
3473  300  400
3474  300  300
3475  200  300
3476  200  500
3477  200  400
3478  300  400
3479  200  400
3480  300  400
3481  400  400
3482  300  300
3483  200  300
3484  200  500
3485  300  300
3486  200  500
3487  300  500
3488  300  500
3489  300  200
3490  200  400
3491  200  300
3492  200  300
3493  200  400
3494  300  500
3495  300  300
3496  200  400
3497  200  300
3498  300  500
3499  400  500
3500  200  400
3501  200  400
3502  200  300
3503  200  300
3504  100  300
3505  200  400
3506  200  500
3507  200  400
3508  300  300
3509  200  400
3510  300  400
3511  300  400
3512  200  300
3513  300  400
3514  200  600
3515  300  400
3516  200  300
3517  200  500
3518  400  400
3519  300  300
3520  200  400
3521  200  1600
3522  300  700
3523  400  400
3524  300  300
3525  200  300
3526  300  300
3527  300  300
3528  200  300
3529  200  400
3530  300  400
3531  600  900
3532  500  600
3533  400  600
3534  300  500
3535  300  400
3536  300  400
3537  200  400
3538  300  600
3539  400  600
3540  200  500
3541  300  200
3542  200  500
3543  200  500
3544  400  300
3545  300  400
3546  300  400
3547  200  400
3548  300  300
3549  300  500
3550  300  400
3551  300  500
3552  200  400
3553  300  400
3554  300  500
3555  500  600
3556  300  400
3557  300  400
3558  300  300
3559  200  400
3560  300  500
3561  300  400
3562  200  200
3563  200  300
3564  300  300
3565  200  500
3566  300  400
3567  300  600
3568  400  300
3569  300  500
3570  300  400
3571  200  200
3572  300  400
3573  300  300
3574  200  300
3575  200  600
3576  400  300
3577  200  400
3578  300  300
3579  200  400
3580  400  500
3581  200  400
3582  300  300
3583  200  300
3584  200  500
3585  300  400
3586  300  400
3587  200  400
3588  200  400
3589  300  600
3590  300  400
3591  300  600
3592  300  400
3593  200  600
3594  400  500
3595  300  600
3596  300  300
3597  200  400
3598  200  400
3599  200  400
3600  400  300
3601  300  400
3602  300  400
3603  300  400
3604  200  300
3605  200  500
3606  300  500
3607  300  300
3608  200  400
3609  300  300
3610  200  500
3611  300  200
3612  200  300
3613  300  400
3614  200  400
3615  300  300
3616  200  400
3617  300  400
3618  300  500
3619  300  300
3620  300  500
3621  300  400
3622  200  400
3623  300  400
3624  300  300
3625  200  300
3626  200  400
3627  500  400
3628  300  200
3629  200  500
3630  400  300
3631  300  300
3632  200  300
3633  200  400
3634  300  300
3635  200  500
3636  300  400
3637  300  300
3638  300  500
3639  200  600
3640  300  300
3641  100  500
3642  300  300
3643  200  300
3644  200  200
3645  200  400
3646  200  200
3647  200  400
3648  300  500
3649  300  300
3650  200  600
3651  500  300
3652  200  300
3653  300  300
3654  300  500
3655  300  400
3656  300  600
3657  400  300
3658  200  500
3659  200  400
3660  200  300
3661  200  300
3662  200  300
3663  300  300
3664  300  300
3665  300  500
3666  300  400
3667  200  200
3668  300  400
3669  200  500
3670  300  700
3671  300  400
3672  300  300
3673  200  400
3674  300  500
3675  300  600
3676  400  400
3677  300  400
3678  300  300
3679  200  300
3680  200  500
3681  300  300
3682  200  300
3683  200  300
3684  300  600
3685  300  300
3686  200  300
3687  200  300
3688  200  500
3689  200  200
3690  100  200
3691  200  600
3692  400  400
3693  300  300
3694  200  400
3695  300  400
3696  200  300
3697  300  300
3698  200  700
3699  400  400
3700  300  200
3701  200  400
3702  300  400
3703  300  300
3704  200  400
3705  300  400
3706  300  300
3707  200  400
3708  300  300
3709  300  300
3710  200  400
3711  200  400
3712  300  300
3713  200  400
3714  300  400
3715  300  400
3716  300  400
3717  300  700
3718  200  200
3719  200  400
3720  200  300
3721  200  400
3722  200  500
3723  400  500
3724  500  1000
3725  400  300
3726  200  500
3727  300  400
3728  300  400
3729  300  500
3730  300  400
3731  200  200
3732  200  400
3733  300  400
3734  200  400
3735  300  300
3736  200  400
3737  200  600
3738  300  400
3739  300  400
3740  300  300
3741  200  400
3742  200  400
3743  300  200
3744  200  500
3745  300  400
3746  300  300
3747  300  300
3748  200  400
3749  300  600
3750  300  400
3751  200  400
3752  200  300
3753  200  300
3754  200  500
3755  300  400
3756  200  300
3757  200  600
3758  400  400
3759  300  300
3760  300  600
3761  300  400
3762  200  400
3763  200  400
3764  200  400
3765  200  400
3766  300  300
3767  200  200
3768  200  400
3769  200  500
3770  300  400
3771  300  400
3772  200  200
3773  200  300
3774  200  400
3775  200  500
3776  300  300
3777  300  300
3778  200  400
3779  200  500
3780  300  500
3781  200  400
3782  300  600
3783  400  400
3784  200  200
3785  200  500
3786  200  400
3787  300  400
3788  200  400
3789  300  400
3790  200  600
3791  400  400
3792  300  400
3793  300  200
3794  100  400
3795  200  400
3796  300  400
3797  200  400
3798  300  400
3799  200  300
3800  300  400
3801  200  600
3802  300  400
3803  200  400
3804  300  500
3805  200  400
3806  200  400
3807  200  300
3808  200  500
3809  300  400
3810  300  400
3811  300  400
3812  200  300
3813  200  400
3814  300  400
3815  300  300
3816  200  500
3817  300  400
3818  400  700
3819  500  500
3820  300  400
3821  300  200
3822  200  400
3823  400  300
3824  200  300
3825  200  300
3826  200  500
3827  400  300
3828  300  500
3829  200  400
3830  300  300
3831  300  200
3832  100  400
3833  300  400
3834  200  300
3835  300  500
3836  300  400
3837  300  300
3838  300  500
3839  400  500
3840  200  500
3841  200  400
3842  200  500
3843  300  300
3844  200  500
3845  300  400
3846  300  300
3847  300  400
3848  200  400
3849  300  400
3850  300  500
3851  400  300
3852  300  600
3853  300  500
3854  300  500
3855  200  400
3856  300  300
3857  300  600
3858  300  400
3859  200  400
3860  300  500
3861  300  500
3862  300  400
3863  300  400
3864  200  500
3865  200  300
3866  300  400
3867  200  300
3868  200  300
3869  300  600
3870  400  200
3871  200  300
3872  300  300
3873  200  500
3874  300  400
3875  200  400
3876  200  400
3877  200  400
3878  200  400
3879  200  500
3880  200  400
3881  300  300
3882  200  500
3883  300  400
3884  300  400
3885  200  400
3886  300  400
3887  300  400
3888  200  300
3889  200  300
3890  200  400
3891  200  300
3892  200  400
3893  200  400
3894  200  400
3895  300  600
3896  300  500
3897  400  300
3898  200  400
3899  300  400
3900  200  400
3901  200  300
3902  300  400
3903  200  400
3904  300  300
3905  200  400
3906  300  500
3907  300  200
3908  100  400
3909  200  700
3910  600  400
3911  300  200
3912  200  500
3913  300  400
3914  300  600
3915  300  400
3916  300  400
3917  200  400
3918  300  300
3919  200  400
3920  200  400
3921  200  300
3922  200  400
3923  300  600
3924  400  400
3925  200  400
3926  300  300
3927  200  400
3928  200  300
3929  200  400
3930  200  400
3931  200  500
3932  300  400
3933  200  200
3934  200  300
3935  300  200
3936  100  500
3937  300  300
3938  200  300
3939  200  500
3940  200  400
3941  200  300
3942  200  400
3943  300  400
3944  300  400
3945  300  300
3946  300  300
3947  200  400
3948  300  400
3949  300  300
3950  300  300
3951  200  400
3952  200  400
3953  200  600
3954  300  400
3955  300  300
3956  300  400
3957  200  700
3958  400  400
3959  300  500
3960  300  300
3961  300  500
3962  200  400
3963  300  400
3964  200  400
3965  100  400
3966  300  300
3967  200  500
3968  300  300
3969  200  400
3970  300  500
3971  400  400
3972  200  500
3973  200  400
3974  200  400
3975  200  500
3976  200  400
3977  300  500
3978  300  700
3979  400  400
3980  300  400
3981  200  300
3982  100  300
3983  200  400
3984  300  400
3985  300  400
3986  300  400
3987  200  500
3988  300  400
3989  300  500
3990  300  500
3991  200  400
3992  300  300
3993  200  300
3994  200  300
3995  200  200
3996  200  400
3997  200  400
3998  200  400
3999  300  500
4000  300  400
4001  300  400
4002  300  400
4003  300  400
4004  300  500
4005  200  500
4006  300  400
4007  300  300
4008  200  500
4009  300  400
4010  400  600
4011  400  400
4012  200  400
4013  300  500
4014  300  300
4015  200  500
4016  500  700
4017  300  500
4018  500  500
4019  300  300
4020  400  700
4021  400  400
4022  300  700
4023  400  400
4024  300  500
4025  500  400
4026  300  400
4027  300  300
4028  200  400
4029  400  500
4030  300  400
4031  200  500
4032  300  500
4033  500  500
4034  200  600
4035  500  600
4036  300  500
4037  300  200
4038  200  400
4039  200  400
4040  300  400
4041  200  400
4042  200  200
4043  200  500
4044  300  600
4045  600  600
4046  300  300
4047  200  400
4048  300  700
4049  500  600
4050  400  600
4051  400  400
4052  200  400
4053  200  400
4054  300  400
4055  200  300
4056  200  500
4057  300  600
4058  500  500
4059  200  400
4060  400  500
4061  200  200
4062  200  400
4063  300  600
4064  200  400
4065  300  500
4066  500  600
4067  300  500
4068  500  600
4069  400  500
4070  300  500
4071  500  500
4072  200  600
4073  400  300
4074  200  600
4075  200  500
4076  300  400
4077  400  600
4078  400  300
4079  200  600
4080  300  500
4081  300  500
4082  300  500
4083  300  400
4084  300  600
4085  200  400
4086  300  500
4087  300  400
4088  300  400
4089  400  500
4090  400  500
4091  300  600
4092  300  300
4093  300  400
4094  300  500
4095  300  400
4096  200  400
4097  300  600
4098  300  300
4099  300  600
4100  300  500
4101  500  700
4102  300  400
4103  300  300
4104  200  400
4105  300  400
4106  200  400
4107  300  400
4108  200  300
4109  200  400
4110  300  300
4111  300  500
4112  400  600
4113  400  200
4114  200  500
4115  400  500
4116  300  700
4117  500  500
4118  400  700
4119  400  400
4120  300  300
4121  300  400
4122  300  400
4123  200  500
4124  500  600
4125  400  300
4126  300  400
4127  300  200
4128  200  600
4129  600  500
4130  300  400
4131  200  700
4132  300  500
4133  300  500
4134  300  300
4135  300  300
4136  200  400
4137  300  600
